"","variable_num","variable","numbers","full_variable"
"344",NA,"intent_district_week_chamchamal","0.06666667","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"345",NA,"intent_district_week_chamchamal","0.06666667","How many people are in travel groups?"
"346",NA,"intent_district_week_chamchamal","0.06666667","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"347",NA,"intent_district_week_chamchamal","0.06666667","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"348",NA,"intent_district_week_chamchamal","0.06666667","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"349",NA,"intent_district_week_chamchamal","0.06666667","Location and time of displacement"
"350",NA,"intent_district_week_chamchamal","0.06666667","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"351",NA,"intent_district_week_chamchamal","0.06666667","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"352",NA,"intent_district_week_chamchamal","0.06666667","Issues encountered during displacement"
"353",NA,"intent_district_week_chamchamal","0.06666667","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"354",NA,"intent_district_week_chamchamal","0.06666667","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"355",NA,"intent_district_week_chamchamal","0.06666667","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"356",NA,"intent_district_week_chamchamal","0.06666667","Priority needs"
"357",NA,"intent_district_week_chamchamal","0.06666667","Intentions in the next two weeks"
"358",NA,"intent_district_week_chamchamal","0.06666667","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"359",NA,"intent_district_week_chamchamal","0.06666667","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"360",NA,"intent_district_week_chamchamal","0.06666667","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"361",NA,"intent_district_week_chamchamal","0.06666667","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"362",NA,"intent_district_week_chamchamal","0.06666667","Displacement routes"
"363",NA,"intent_district_week_chamchamal","0.06666667","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"364",NA,"intent_district_week_chamchamal","0.06666667","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"365",NA,"intent_district_week_chamchamal","0.06666667","Travel group composition"
"366",NA,"intent_district_week_chamchamal","0.06666667","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"367",NA,"intent_district_week_dahuk","0.13333333","Location of Interview"
"368",NA,"intent_district_week_dahuk","0.13333333","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"369",NA,"intent_district_week_dahuk","0.13333333","Travel across the border"
"370",NA,"intent_district_week_dahuk","0.13333333","If there are unaccompanied or separated children in the travel group, how many?"
"371",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting each intention for their travel group in the next two days"
"372",NA,"intent_district_week_dahuk","0.13333333","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"373",NA,"intent_district_week_dahuk","0.13333333","Questionnaire"
"374",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting that travel group members left family members behind"
"375",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting pregnant or lactating women in the travel group"
"376",NA,"intent_district_week_dahuk","0.13333333","Intentions in the next two days"
"377",NA,"intent_district_week_dahuk","0.13333333","If there are pregnant or lactating women in the travel group, how many?"
"378",NA,"intent_district_week_dahuk","0.13333333","If there are physically disabled people in the travel group, how many?"
"379",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting that members of the travel group were already living in displacement"
"380",NA,"intent_district_week_dahuk","0.13333333","Key Informant (KI) Demographics"
"381",NA,"intent_district_week_dahuk","0.13333333",NA
"382",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"383",NA,"intent_district_week_dahuk","0.13333333","Gender of KI"
"384",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"385",NA,"intent_district_week_dahuk","0.13333333","When did travel groups leave the location from which they travelled?"
"386",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"387",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting physically disabled people in the travel group"
"388",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"389",NA,"intent_district_week_dahuk","0.13333333","How many people are in travel groups?"
"390",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"391",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"392",NA,"intent_district_week_dahuk","0.13333333","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"393",NA,"intent_district_week_dahuk","0.13333333","Location and time of displacement"
"394",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"395",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"396",NA,"intent_district_week_dahuk","0.13333333","Issues encountered during displacement"
"397",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"398",NA,"intent_district_week_dahuk","0.13333333","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"399",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"400",NA,"intent_district_week_dahuk","0.13333333","Priority needs"
"401",NA,"intent_district_week_dahuk","0.13333333","Intentions in the next two weeks"
"402",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"403",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"404",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"405",NA,"intent_district_week_dahuk","0.13333333","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"406",NA,"intent_district_week_dahuk","0.13333333","Displacement routes"
"407",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"408",NA,"intent_district_week_dahuk","0.13333333","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"409",NA,"intent_district_week_dahuk","0.13333333","Travel group composition"
"410",NA,"intent_district_week_dahuk","0.13333333","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"411",NA,"intent_district_week_erbil","0.70000000","Location of Interview"
"412",NA,"intent_district_week_erbil","0.70000000","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"413",NA,"intent_district_week_erbil","0.70000000","Travel across the border"
"414",NA,"intent_district_week_erbil","0.70000000","If there are unaccompanied or separated children in the travel group, how many?"
"415",NA,"intent_district_week_erbil","0.70000000","Proportion of Kis reporting each intention for their travel group in the next two days"
"416",NA,"intent_district_week_erbil","0.70000000","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"417",NA,"intent_district_week_erbil","0.70000000","Questionnaire"
"418",NA,"intent_district_week_erbil","0.70000000","Proportion of Kis reporting that travel group members left family members behind"
